IND,LAT,LON,DBH_2022,HEIGHT,SOIL_RESP,Family,Genus,Species
2227,-2.5961541,-60.2075702,35,5.78,,Lecythidaceae,Eschweilera,wachenheimii
2228,-2.5961508,-60.2075721,48,8.88,,Burseraceae,Dacryodes,cuspidata
2230,-2.5961184,-60.2075846,22,3.26,,Piperaceae,Piper,sp
2231,-2.5961181,-60.2075781,72,13.13,,Euphorbiaceae,Micrandropsis,scleroxylon
2232,-2.596124,-60.2075699,38,7.12,,Vochysiaceae,Erisma,bicolor
2233,-2.5961527,-60.2075536,28,4.95,,Annonaceae,Duguetia,flagellaris
2234,-2.5961448,-60.20755,84,10.31,,Lecythidaceae,Eschweilera,pseudodecolorans
2236,-2.5961761,-60.2075251,43,9.92,,Lauraceae,Licaria,macrophylla
2237,-2.5961823,-60.2075453,28,4.56,,Chrysobalanaceae,Couepia,canomensis
2238,-2.5961815,-60.2075499,52,9.41,,Burseraceae,Protium,hebetatum
2239,-2.5961762,-60.2075617,29,3.81,,Annonaceae,Duguetia,flagellaris
2240,-2.596196,-60.2075643,70,13.69,,Elaeocarpaceae,Sloanea,latifolia
2241,-2.5961996,-60.2075524,40,8.61,,Euphorbiaceae,Senefeldera,macrophylla
2242,-2.5962037,-60.2075587,28,8.05,,Fabaceae,Swartzia,schomburgkii
2243,-2.5962084,-60.2075477,29,4.04,,Lecythidaceae,Eschweilera,wachenheimii
2244,-2.5962006,-60.2075409,35,7.19,,Lauraceae,Aniba,canelilla
2250,-2.5962239,-60.2075085,45,7.49,,Sapotaceae,Manilkara,bidentata
2252,-2.5962236,-60.2075273,69,9.95,,Lecythidaceae,Eschweilera,wachenheimii
2253,-2.5962454,-60.2075398,68,10.2,,Siparunaceae,Siparuna,cuspidata
2254,-2.5962235,-60.2075536,36,4.4,,Annonaceae,Duguetia,flagellaris
2255,-2.5962187,-60.207564,60,10.18,,Euphorbiaceae,Micrandropsis,scleroxylon
2256,-2.5962228,-60.2075844,53,8.26,,Chrysobalanaceae,Couepia,canomensis
2257,-2.5962223,-60.2075779,46,9.01,,Chrysobalanaceae,Licania,gracilipes
2258,-2.5962191,-60.2076062,81,13.35,,Annonaceae,Duguetia,stelechantha
2259,-2.5962432,-60.2075898,48,9.83,,Humiriaceae,Sacoglottis,guianensis
2260,-2.5962476,-60.2075863,102,16.65,,Chrysobalanaceae,Licania,heteromorpha
2261,-2.5962511,-60.2075855,40,8.41,,Fabaceae,Tachigali,sp.2
2262,-2.5962516,-60.2075915,72,11.78,,Ebenaceae ,Diospyros,bullata
2263,-2.596254,-60.2075994,34,,,Myrsinaceae,Cybianthus,guyanensis
2264,-2.5962628,-60.2075885,23,3.3,,Annonaceae,Duguetia,flagellaris
2265,-2.5962641,-60.207589,40,8.45,,Sapotaceae,Pouteria,sp
2266,-2.5962626,-60.2075783,44,9.43,,Burseraceae,Protium,hebetatum
2267,-2.5962571,-60.2075672,100,11.15,,Fabaceae,Macrolobium,suaveolans
2268,-2.5962615,-60.2075643,24,3.7,,Lauraceae,Aniba,sp
2269,-2.5962714,-60.2075791,27,4.88,,Lauraceae,Ocotea,scabrella
2270,-2.5962765,-60.2075921,40,4.7,,Nyctaginaceae,Neea,divaricata
2271,-2.5962769,-60.2075995,35,7.27,,Burseraceae,Protium,pallidum
2272,-2.5962927,-60.2075755,46,9.05,,Annonaceae,Guatteria,scytophylla
2273,-2.5962543,-60.2075433,25,2.59,,Annonaceae,Duguetia,flagellaris
2276,-2.5962716,-60.2075329,33,7.56,,Sapotaceae,Chrysophyllum,argenteum
2277,-2.5962976,-60.2075354,52,9.25,,Burseraceae,Protium,decandrum
2278,-2.5962984,-60.2075346,91,8.24,,Violaceae,Rinorea,paniculata
2279,-2.5963094,-60.2075428,34,7.82,,Burseraceae,Protium,hebetatum
2281,-2.5963285,-60.2075626,66,10.21,,Lacistemaceae,Lacistema,grandifolium
2282,-2.5963254,-60.2075794,22,4.71,,Fabaceae,Inga,umbellifera
2283,-2.5963196,-60.2075787,22,3.91,,Dichapetalaceae,Tapura,guianensis
2284,-2.5962441,-60.2076182,54,9.92,,Sapotaceae,Pouteria,guianensis
2285,-2.5962449,-60.2076389,84,11.2,,Burseraceae,Protium,hebetatum
2286,-2.5962457,-60.2076386,44,6.87,,Chrysobalanaceae,Couepia,canomensis
2287,-2.5962685,-60.207619,28,5.5,,Urticaceae,Pourouma,velutina
2288,-2.5962665,-60.2076275,22,3.38,,Burseraceae,Protium,hebetatum
2289,-2.5962722,-60.2076199,56,9.6,,Lauraceae,Mezilaurus,itauba
2290,-2.596267,-60.2076426,47,8.24,,Rubiaceae,Faramea,platyneura
2291,-2.5962672,-60.2076535,35,6.38,,Fabaceae,Swartzia,ulei
2292,-2.5962772,-60.2076657,46,9.56,,Lacistemaceae,Lacistema,grandifolium
2293,-2.5962804,-60.2076529,33,6.81,,Violaceae,Rinorea,guianensis
2294,-2.5962928,-60.2076225,43,6.35,,Annonaceae,Duguetia,flagellaris
2295,-2.5962992,-60.2076361,43,6.7,,Sapotaceae,Micropholis,mensalis
2296,-2.5963051,-60.2076429,27,5.07,,Violaceae,Paypayrola,grandiflora
2297,-2.5963191,-60.2076473,68,12.69,,Sapotaceae,Pouteria,retinervis
2298,-2.5963188,-60.2076428,27,6.37,,Violaceae,Paypayrola,grandiflora
2299,-2.5963162,-60.2076362,33,6.86,,Ulmaceae,Ampelocera,edentula
2300,-2.5963281,-60.2076305,40,10.08,,Chrysobalanaceae,Licania,caudata
2301,-2.5963093,-60.2076156,36,6.76,,Violaceae,Paypayrola,grandiflora
2302,-2.5963261,-60.2076076,25,3.24,,Erythroxylaceae,Erythroxylum,amplum
2305,-2.5963389,-60.2076111,86,11.5,,Sapotaceae,Pouteria,stipulifera
2307,-2.5963457,-60.2076237,23,3.99,,Violaceae,Papayrola,grandifolia
2309,-2.5963383,-60.2076341,31,5.76,,Annonaceae,Duguetia,flagellaris
2311,-2.5963353,-60.2076532,35,7.26,,Annonaceae,Duguetia,flagellaris
2312,-2.5963334,-60.2076598,50,10.73,,Annonaceae,Guatteria,megalophylla
2314,-2.5963491,-60.2076758,25,4.44,,Violaceae,Paypayrola,grandiflora
2315,-2.5963471,-60.2076798,60,12.17,,Malvaceae,Theobroma,sylvestre
2316,-2.5963466,-60.2076865,30,6.6,,Annonaceae,Duguetia,flagellaris
2317,-2.5963448,-60.2076886,25,4.86,,Fabaceae,Macrolobium,suaveolans
2318,-2.5963388,-60.2076891,25,6.22,,Chrysobalanaceae,Couepia,guianensis
2319,-2.5963366,-60.2076823,26,5.53,,Elaeocarpaceae,Sloanea,laurifolia
2320,-2.5963314,-60.2076879,21,3.99,,Humiriaceae,Sacoglottis,amazonica
2321,-2.5963295,-60.2077,56,5.47,,Burseraceae,Protium,hebetatum
2322,-2.5963186,-60.2076812,34,6.17,,Fabaceae,Zygia,racemosa
2323,-2.5963232,-60.2076713,48,10.08,,Vochysiaceae,Erisma,bicolor
2324,-2.5963296,-60.2076751,34,6.03,,Violaceae,Paypayrola,grandiflora
2325,-2.5963129,-60.2076614,62,13,,Lecythidaceae,Eschweilera,pedicellata
2326,-2.5963106,-60.2076584,37,6.13,,Fabaceae,Bocoa,viridiflora
2327,-2.5963121,-60.2076554,36,8.13,,Dichapetalaceae,Tapura,amazonica
2329,-2.5962977,-60.2076649,39,5.95,,Myristicaceae,Virola,calophylla
2330,-2.5962917,-60.2076755,103,14.11,,Fabaceae,Tachigali,micropetala
2333,-2.5962997,-60.2076866,21,4.87,,Fabaceae,Cedrelinga,catenaeformis
2334,-2.5963059,-60.2076923,56,8.55,,Myristicaceae,Compsoneura,ulei
2335,-2.5963023,-60.2076961,52,10.55,,Burseraceae,Protium,hebetatum
2336,-2.5962894,-60.2076982,55,13.67,,Fabaceae,Swartzia,reticulata
2337,-2.5962929,-60.2076936,28,7.8,,Chrysobalanaceae,Couepia,canomensis
2338,-2.5962846,-60.2076852,50,8.66,,Chrysobalanaceae,Licania,niloi
2339,-2.5962776,-60.2076924,35,5.3,,Melastomataceae,Henriettea,caudata
2340,-2.596241,-60.207676,23,2.85,,Chrysobalanaceae,Licania,sp
2341,-2.5962373,-60.2076666,31,4.9,,Fabaceae,Macrolobium,suaveolans
2342,-2.5962349,-60.20767,27,5.72,,Annonaceae,Duguetia,flagellaris
2343,-2.5962311,-60.2076736,51,13.18,,Euphorbiaceae,Micrandropsis,scleroxylon
2344,-2.5962309,-60.207662,21,4.56,,Fabaceae,Tachigali,myrmecophila
2345,-2.5962364,-60.2076531,28,5.17,,Moraceae,Naucleopsis,caloneura
2346,-2.596232,-60.20765,34,2.91,,Dichapetalaceae,Tapura,guianensis
2347,-2.5962233,-60.2076524,31,7.7,,Fabaceae,Swartzia,recurva
2348,-2.5962209,-60.2076663,29,6.2,,Euphorbiaceae,Micrandropsis,scleroxylon
2350,-2.5963137,-60.2077354,55,,,Burseraceae,Protium,pilosissimum
2352,-2.5962979,-60.2077313,25,,,Annonaceae,Duguetia,flagellaris
2353,-2.5962787,-60.2077332,27,,,Menispermaceae,Abuta,grandifolia
2356,-2.596272,-60.2077298,31,,,Humiriaceae,Vantanea,macrocarpa
2357,-2.5962751,-60.2077175,98,,,Burseraceae,Protium,hebetatum
2362,-2.5962569,-60.2077569,35,,,Chrysobalanaceae,Licania,caudata
2363,-2.5962486,-60.2077481,47,,,Fabaceae,Macrolobium,suaveolans
2367,-2.5962218,-60.2077516,26,,,Annonaceae,Duguetia,flagellaris
2368,-2.5962299,-60.2077404,21,,,Annonaceae,Duguetia,flagellaris
2369,-2.5962173,-60.2077364,31,,,Burseraceae,Protium,hebetatum
2371,-2.5962549,-60.2077246,28,,,Annonaceae,Duguetia,flagellaris
2372,-2.5962466,-60.207728,24,,,Burseraceae,Protium,altsonii
2374,-2.5962378,-60.2077294,56,,,Sapotaceae,Chrysophyllum,sparsiflorum
2375,-2.59622,-60.2077274,30,,,Annonaceae,Duguetia,flagellaris
2376,-2.5962278,-60.207719,47,,,Burseraceae,Protium,hebetatum
2377,-2.5962279,-60.2077153,30,,,Ochnaceae,Quiina,amazonica
2378,-2.5962233,-60.207714,52,,,Olacaceae,Heisteria,laxiflora
2379,-2.5962096,-60.2077195,45,,,,Cedrelinga,catenaeformis
2380,-2.5962292,-60.2076943,21,,,Annonaceae,Duguetia,flagellaris
2381,-2.5962353,-60.2076902,42,,,Annonaceae,Duguetia,flagellaris
2382,-2.5962499,-60.2077047,23,,,Annonaceae,Duguetia,flagellaris
2383,-2.5962182,-60.207679,69,,,Burseraceae,Protium,hebetatum
2385,-2.5961944,-60.2076998,51,,,Chrysobalanaceae,Parinari,excelsa
2386,-2.596195,-60.2077077,29,,,Burseraceae,Protium,strumosum
2387,-2.5961807,-60.2077018,64,,,Lauraceae,Ocotea,nitida
2388,-2.5961818,-60.2077187,25,,,Burseraceae,Protium,hebetatum
2389,-2.5961761,-60.2077168,37,,,Fabaceae,Inga,bicoloriflora
2391,-2.5961698,-60.2077005,26,,,Annonaceae,Duguetia,flagellaris
2392,-2.596171,-60.2077114,26,,,Violaceae,Rinorea,guianensis
2393,-2.5961667,-60.2077239,58,,,Simaroubaceae,Simarouba,amara
2394,-2.5961729,-60.2077284,39,,,Malvaceae,Theobroma,sylvestre
2396,-2.5961905,-60.2077262,43,,,Burseraceae,Protium,hebetatum
2398,-2.5962019,-60.2077292,29,,,Fabaceae,Hymenea,sp
2399,-2.5962026,-60.2077315,95,,,Lecythidaceae,Gustavia,elliptica
2400,-2.5962113,-60.2077586,56,,,Annonaceae,Ephedranthus,amazonicus
2402,-2.5961975,-60.2077541,48,,,Sapindaceae,Matayba,purgans
2403,-2.5961947,-60.2077671,21,,,Fabaceae,Elizabetha,speciosa
2406,-2.596179,-60.207752,105,,,Myristicaceae,Iryanthera,paraensis
2407,-2.5961667,-60.2077573,25,,,Lecythidaceae,Eschweilera,wachenheimii
2408,-2.5961584,-60.2077532,23,,,Fabaceae,Inga,obidensis
2410,-2.5961573,-60.2077304,27,,,Fabaceae,Inga,bicoloriflora
2411,-2.5961498,-60.2077115,24,,,Annonaceae,Duguetia,flagellaris
2412,-2.5961495,-60.207698,28,,,Fabaceae,Swartzia,polyphylla
2413,-2.596145,-60.207701,26,,,Annonaceae,Duguetia,flagellaris
2414,-2.5961574,-60.2076906,24,,,Annonaceae,Duguetia,flagellaris
2415,-2.5961617,-60.2076861,64,,,Siparunaceae,Siparuna,cuspidata
2416,-2.5961689,-60.2076887,34,,,Celastraceae,Cheiloclinium,cognatum
2417,-2.5961111,-60.2076939,88,,,Fabaceae,Ormosia,paraensis
2418,-2.5961014,-60.2076902,97,,,Moraceae,Naucleopsis,ulei
2419,-2.5961181,-60.2077238,44,,,Chrysobalanaceae,Licania,heteromorpha
2420,-2.596211,-60.2076464,25,4.2,,Melastomataceae,Miconia,punctata
2421,-2.5962112,-60.2076619,28,4.48,,Annonaceae,Duguetia,flagellaris
2422,-2.5962158,-60.2076608,101,13.59,,Burseraceae,Protium,strumosum
2423,-2.5961951,-60.2076726,96,9.89,,,,
2424,-2.5961912,-60.2076649,22,,,,,
2425,-2.5961848,-60.2076607,21,4.9,,Sapotaceae,Pouteria,platyphylla
2426,-2.5961929,-60.2076484,49,9.22,,Humiriaceae,Vantanea,macrocarpa
2427,-2.5961944,-60.2076521,47,8.27,,Annonaceae,Annona,paludosa
2428,-2.5961999,-60.2076611,51,10.76,,Burseraceae,Protium,hebetatum
2430,-2.5961845,-60.207642,28,2.93,,Dichapetalaceae,Tapura,amazonica
2431,-2.5961673,-60.2076409,39,7.87,,Burseraceae,Protium,hebetatum
2432,-2.5961658,-60.2076607,27,5.93,,Burseraceae,Protium,hebetatum
2433,-2.5961636,-60.2076601,38,7.45,,Annonaceae,Duguetia,chrysea
2434,-2.5961579,-60.2076699,39,6.7,,Violaceae,Paypayrola,grandiflora
2435,-2.5961379,-60.2076554,66,10.39,,Chrysobalanaceae,Licania,longistyla
2436,-2.5961299,-60.2076613,67,11.43,,Lecythidaceae,Eschweilera,sagotiana
2437,-2.5961343,-60.207655,23,3.83,,Annonaceae,Duguetia,flagellaris
2438,-2.5961349,-60.2076454,49,7.04,,Moraceae,Brosimum,rubescens
2439,-2.5961285,-60.2076458,66,8.78,,Chrysobalanaceae,Licania,octandra
3001,-2.5967326,-60.2076106,209,23.37,1,Burseraceae,Protium,altsonii
3002,-2.5967739,-60.2075923,121,15.72,,Chrysobalanaceae,Licania,heteromorpha
3003,-2.596791,-60.207584,186,23.37,,Rubiaceae,Amaioua,glomerulata
3004,-2.5967951,-60.2075799,295,20.59,1,Chrysobalanaceae,Licania,laevigata
3005,-2.5967997,-60.2075663,158,18.4,,Urticaceae,Pourouma,mollis
3006,-2.5968404,-60.2075529,161,16.94,,Moraceae,Naucleopsis,caloneura
3007,-2.5967282,-60.2075555,115,12.93,,Lecythidaceae,Eschweilera,coriacea
3008,-2.5967347,-60.2075329,213,17.18,1,Peraceae,Pogonophora,schomburgkiana
3009,-2.5967358,-60.2075049,110,11.48,,Sapindaceae,Talisia,eximia
3010,-2.5967509,-60.2074937,131,19.13,,Annonaceae,Fusaea,longifolia
3011,-2.5967603,-60.2075063,184,13.91,,Elaeocarpaceae,Sloanea,floribunda
3012,-2.5967554,-60.2075143,135,20.05,,Fabaceae,Tachigali,sp
3013,-2.596799,-60.2075217,184,25.06,,Annonaceae,Duguetia,chrysea
3014,-2.5968325,-60.2075007,311,18.25,1,Lecythidaceae,Eschweilera,wachenheimii
3015,-2.5968412,-60.2074926,132,11.16,,Euphorbiaceae,Dodecastigma,amazonicum
3016,-2.5968222,-60.2074485,482,20.69,,Sapotaceae,Pouteria,anomala
3017,-2.5968331,-60.2074587,275,31.66,1,Burseraceae,Protium,pallidum
3018,-2.5968633,-60.2075016,109,13.11,,Meliaceae,Trichilia,rubra
3019,-2.5968885,-60.2075103,203,18.09,1,Fabaceae,Inga,umbratica
3020,-2.5969,-60.2074585,172,16.15,,Burseraceae,Protium,decandrum
3021,-2.5969233,-60.2074942,225,18.96,1,Sapotaceae,Micropholis,guyanensis
3022,-2.596949,-60.2075027,129,18.22,,Sapotaceae,Pouteria,reticulata
3023,-2.5969426,-60.2075059,108,13.09,,Moraceae,Brosimum,rubescens
3024,-2.5969651,-60.207529,696,20.59,,Apocynaceae,Aspidosperma,desmanthum
3025,-2.5969695,-60.2075392,103,11.87,,Violaceae,Rinorea,paniculata
3026,-2.5969011,-60.2075496,371,26.78,1,Sapotaceae,Micropholis,guyanensis
3027,-2.5968823,-60.2075593,130,12.91,,Burseraceae,Protium,hebetatum
3028,-2.5969283,-60.2075635,158,15.01,,Lecythidaceae,Eschweilera,wachenheimii
3029,-2.596935,-60.2075571,191,19.2,1,Lecythidaceae,Lecythis,gracieana
3030,-2.5969692,-60.207564,175,19.58,,Myrtaceae,Eugenia,sp
3031,-2.5969454,-60.2075659,106,17.22,,Sapotaceae,Pouteria,petiolata
3032,-2.5969573,-60.2075761,155,16.69,,Euphorbiaceae,Dodecastigma,amazonicum
3033,-2.5969743,-60.2075736,313,25.95,1,Lecythidaceae,Eschweilera,coriacea
3034,-2.5969419,-60.2075824,296,23.64,1,Nyctaginaceae,Neea,oppositifolia
3035,-2.5969272,-60.2076306,106,11.51,,Euphorbiaceae,Mabea,speciosa
3036,-2.5969387,-60.2076452,140,13.18,,Violaceae,Rinorea,paniculata
3037,-2.5969494,-60.2076494,160,17.06,,Lecythidaceae,Lecythis,prancei
3038,-2.5969198,-60.2076489,160,13.11,,Burseraceae,Protium,hebetatum
3039,-2.5969042,-60.2076338,137,14.4,,Chrysobalanaceae,Licania,pallida
3040,-2.5968645,-60.2075745,113,12.02,,Anisophyllaceae,Anisophyllea,manausensis
3041,-2.5968546,-60.2076491,149,16.14,,Annonaceae,Unonopsis,guatterioides
3042,-2.5968816,-60.2076657,162,14.62,,Salicaceae,Casearia,javitensis
3043,-2.5968657,-60.2076788,223,21.06,1,Lauraceae,Ocotea,matogrossensis
3044,-2.5967995,-60.2076933,567,26.95,,,,
3045,-2.5968101,-60.2076827,110,13.16,,Moraceae,Pseudolmedia,laevis
3046,-2.5968227,-60.2076567,165,16.51,1,Humiriaceae,Sacoglottis,guianensis
3047,-2.5968254,-60.2076451,117,15.85,,Burseraceae,Protium,decandrum
3048,-2.5968242,-60.2076406,255,19.4,1,,,
3049,-2.5968373,-60.2076179,153,15.4,,Fabaceae,Inga,umbratica
3050,-2.5968169,-60.2076148,104,15.24,,Annonaceae,Ephedranthus,amazonicus
3051,-2.5968185,-60.207596,208,19.54,1,Chrysobalanaceae,Licania,niloi
3052,-2.5967976,-60.2076148,243,18.04,1,Violaceae,Rinorea,paniculata
3053,-2.5967897,-60.2076171,327,31.51,1,Fabaceae,Swartzia,lamellata
3054,-2.5967827,-60.2076432,207,19.69,1,Lecythidaceae,Lecythis,zabucajo
3055,-2.5967807,-60.2076425,205,18.47,1,Lecythidaceae,Lecythis,zabucajo
3056,-2.596748,-60.2076414,157,17.84,,Malvaceae,Scleronema,micranthum
3301,-2.5967245,-60.207594,49,7.37,,Lecythidaceae,Eschweilera,parviflora
3302,-2.5967182,-60.2075835,82,13.45,,Fabaceae,Tachigali,sp
3303,-2.5967313,-60.2075906,25,3.97,,Fabaceae,Inga,obidensis
3304,-2.5967251,-60.2075645,30,4.32,,Myristicaceae,Virola,calophylla
3305,-2.596731,-60.2075465,23,3.72,,Fabaceae,Inga,paraensis
3307,-2.5967492,-60.207588,32,5.44,,Clusiaceae,Tovomita,hopkinsii
3308,-2.5967497,-60.2075947,23,4.63,,Annonaceae,Duguetia,asterotricha
3309,-2.596761,-60.2076045,95,13.75,,Burseraceae,Protium,altsonii
3310,-2.5967772,-60.2075955,30,7.11,,Sapindaceae,Talisia,sp
3311,-2.5967916,-60.2075996,33,6.27,,Myrtaceae,Myrcia,paivae
3312,-2.5968101,-60.2075795,21,3.84,,Erythroxylaceae,Erythroxylum,amplum
3313,-2.5968036,-60.20758,59,10.58,,Chrysobalanaceae,Licania,laevigata
3314,-2.5968149,-60.2075804,53,8.55,,Burseraceae,Protium,altsonii
3315,-2.5968212,-60.2075751,33,3.88,,Vochysiaceae,Erisma,bicolor
3319,-2.5968361,-60.2075405,54,9.44,,Lauraceae,Aniba,canelilla
3320,-2.5968112,-60.2075483,26,6.73,,Hypericaceae,Vismia,cauliflora
3321,-2.5967935,-60.2075652,99,13.43,,Lauraceae,Ocotea ,cujumary
3322,-2.5967731,-60.2075761,57,9.87,,Burseraceae,Protium,altsonii
3323,-2.5967723,-60.2075764,37,5.71,,Vochysiaceae,Erisma,bicolor
3324,-2.5967731,-60.2075761,39,7.71,,Burseraceae,Protium,apiculatum
3325,-2.5967723,-60.2075764,23,4.66,,Burseraceae,Protium,trifoliolatum
3328,-2.5967531,-60.2075656,23,4.72,,Sapotaceae,Chrysophyllum,argenteum
3329,-2.5967567,-60.2075621,93,11.36,,Burseraceae,Protium,pilosissimum
3330,-2.5967504,-60.2075552,62,11.73,,Burseraceae,Protium,pilosissimum
3331,-2.596741,-60.2075431,26,3.04,,Fabaceae,Peltogyne,paniculata
3332,-2.5967293,-60.207526,28,4.76,,Chrysobalanaceae,Couepia,canomensis
3333,-2.5967355,-60.2075004,85,14.63,,,,
3335,-2.5967417,-60.2074948,21,5.46,,Annonaceae,Duguetia,surinamensis
3336,-2.5967541,-60.2074846,49,8.25,,Burseraceae,Protium,altsonii
3337,-2.5967751,-60.2074891,42,7.3,,,,
3338,-2.5967672,-60.2075028,30,5.36,,Fabaceae,Pterocarpus,rohrii
3340,-2.5967821,-60.2075213,98,13.75,,Burseraceae,Protium,spruceanum
3341,-2.5967807,-60.2075208,35,7.77,,Chrysobalanaceae,Licania,caudata
3342,-2.596779,-60.2075264,41,6.4,,Sapotaceae,Micropholis,egensis
3343,-2.5967681,-60.2075294,51,9.5,,Myrtaceae,Myrcia,paivae
3344,-2.596756,-60.2075317,35,8.34,,Burseraceae,Protium,altsonii
3345,-2.5967606,-60.2075378,26,4.29,,Malvaceae,Scleronema,micranthum
3346,-2.5967783,-60.2075501,27,4.45,,Lauraceae,Ocotea ,cujumary
3347,-2.596772,-60.2075582,30,7.11,,Annonaceae,Duguetia,chrysea
3348,-2.5967804,-60.2075438,25,3.81,,Myristicaceae,Virola,calophylla
3349,-2.5968159,-60.2075363,40,6.68,,Lauraceae,Ocotea,percurrens
3350,-2.5968255,-60.2075097,58,11.12,,Annonaceae,Unonopsis,floribunda
3351,-2.5968323,-60.2075095,22,4.65,,Burseraceae,Protium,hebetatum
3352,-2.5968507,-60.2075249,43,9.17,,Burseraceae,Dacryodes,cuspidata
3353,-2.5968489,-60.2075195,40,8.74,,Fabaceae,Tachigali,sp.1
